name,site,support,context,scribe,findspot,parsedInscription,transcription,translatedWords,transliteratedWords,words
"HT96a","Haghia Triada","Tablet","LMIB","HT Scribe 8","Casa Room 7","𐘚𐘠𐘠𐙂𐘝𐄁𐘇𐘂𐘴𐘗𐄁𐘇𐙌𐘃𐄁 𐘤𐘻𐘳𐙉𐄋 𐘘𐘞𐄊 𐙯𐙩𐄇 𐘢𐘳𐘴𐄁𐄇 𐙯𐚄𐄇 — 𐝫𐙂𐙁𐘁𐄁𐄁𐘃𐘝𐄑 𐝫𐘝𐄈 — 𐝫","𐘚𐘠𐘠𐙂𐘝𐄁𐘇𐘂 𐘴𐘗𐄁𐘇𐙌𐘃𐄁𐘤𐘻 𐘳𐙉𐄋𐘘𐘞𐄊𐙯𐙩𐄇 𐘢𐘳𐘴𐄁𐄇𐙯𐚄𐄇 — 𐝫𐙂𐙁𐘁𐄁𐄁𐘃𐘝𐄑 𐝫𐘝𐄈 — 𐝫","I-TI-TI-KU-NI|𐄁|A-PA-RA-NE|𐄁|A-AROM-TE|𐄁| |SI-MI-TA|grain|5| |RU-SA|4| |*323-*317|1| |PI-TA-RA|𐄁|1| |*323-*344|1| |—| |KU-MA-RO|𐄁|𐄁|TE-NI|20| |figs|2| |—| |𐝫","I-TI-TI-KU-NI|𐄁|A-PA-RA-NE|𐄁|A-AROM-TE|𐄁| |SI-MI-TA|GRA|5| |RU-SA|4| |*323-*317|1| |PI-TA-RA|𐄁|1| |*323-*344|1| |—| |KU-MA-RO|𐄁|𐄁|TE-NI|20| |NI|2| |—| |𐝫","𐘚𐘠𐘠𐙂𐘝|𐄁|𐘇𐘂𐘴𐘗|𐄁|𐘇𐙌𐘃|𐄁| |𐘤𐘻𐘳|𐙉|𐄋| |𐘘𐘞|𐄊| |𐙯𐙩|𐄇| |𐘢𐘳𐘴|𐄁|𐄇| |𐙯𐚄|𐄇| |—| |𐝫𐙂𐙁𐘁|𐄁|𐄁|𐘃𐘝|𐄑| |𐝫𐘝|𐄈| |—| |𐝫"
"HT96b","Haghia Triada","Tablet","LMIB","HT Scribe 8","Casa Room 7","𐘇𐘂𐘴𐘗𐄁 𐘌𐙈𐘴𐘙𐄁𐛀𐄁𐙉𐄁𐄓𐝕 𐜋𐄊 𐘝𐄈𐝇 𐝫","𐘇𐘂𐘴𐘗𐄁𐘌𐙈 𐘴𐘙𐄁𐛀𐄁𐙉𐄁𐄓𐝕 𐜋𐄊𐘝𐄈𐝇 𐝫","A-PA-RA-NE|𐄁| |QA-*118-RA-RE|𐄁|*516|𐄁|grain|𐄁|40|³⁄₄| |olive oil|4| |figs|2|¹⁄₁₆| |𐝫","A-PA-RA-NE|𐄁| |QA-*118-RA-RE|𐄁|*516|𐄁|GRA|𐄁|40|³⁄₄| |OLE+U|4| |NI|2|¹⁄₁₆| |𐝫","𐘇𐘂𐘴𐘗|𐄁| |𐘌𐙈𐘴𐘙|𐄁|𐛀|𐄁|𐙉|𐄁|𐄓|𐝕| |𐜋|𐄊| |𐘝|𐄈|𐝇| |𐝫"
"HT97a","Haghia Triada","Tablet","LMIB","HT Scribe 7","Casa Room 7","𐘾𐘘𐄁𐜠𐄁𐛧𐄗𐄈 𐙳𐄒𐄉 𐘾𐘯𐘠𐄑𐄋 𐘂𐘚𐘄𐄌 𐘆𐄊 𐘅𐘠𐄊 𐙁𐘆𐄋 𐘶𐄐𐄋 𐘸𐄉 𐙀𐝫𐄋 𐘳𐘠𐄈 𐘦𐝫𐄁𐝫𐄉𐝫 𐝫𐘇𐄋 𐝫","𐘾𐘘𐄁𐜠𐄁𐛧𐄗𐄈𐙳 𐄒𐄉 𐘾𐘯𐘠𐄑𐄋𐘂𐘚𐘄𐄌 𐘆𐄊𐘅𐘠𐄊𐙁𐘆𐄋𐘶 𐄐𐄋𐘸𐄉𐙀𐝫𐄋𐘳𐘠𐄈 𐘦𐝫𐄁𐝫𐄉𐝫𐘇𐄋 𐝫","KA-RU|𐄁|*307+*387|𐄁|VIR+KA|82| |*327|33| |KA-NU-TI|25| |Phaistos|6| |DI|4| |NA-TI|4| |MA-DI|5| |flour|15| |KI|3| |ZU|5| |TA-TI|2| |DE|𐄁| | |3|A|5|𐝫","KA-RU|𐄁|*307+*387|𐄁|VIR+KA|82| |*327|33| |KA-NU-TI|25| |PA-I-TO|6| |DI|4| |NA-TI|4| |MA-DI|5| |JU|15| |KI|3| |ZU|5| |TA-TI|2| |DE|𐄁| | |3|A|5|𐝫","𐘾𐘘|𐄁|𐜠|𐄁|𐛧|𐄗𐄈| |𐙳|𐄒𐄉| |𐘾𐘯𐘠|𐄑𐄋| |𐘂𐘚𐘄|𐄌| |𐘆|𐄊| |𐘅𐘠|𐄊| |𐙁𐘆|𐄋| |𐘶|𐄐𐄋| |𐘸|𐄉| |𐙀|𐝫𐄋| |𐘳𐘠|𐄈| |𐘦𐝫|𐄁| | |𐄉𐝫|𐝫𐘇|𐄋|𐝫"
"HT97b","Haghia Triada","Tablet","LMIB","HT Scribe 7","Casa Room 7","𐘞𐘽","𐘞𐙸𐝃","SA-RA₂","SA-RA₂","𐘞𐘽"
"HT98a","Haghia Triada","Tablet","LMIB","","Casa Room 7","𐝫 𐝫𐘦𐄇𐝫 𐝫𐘹𐄇 𐘳𐘅𐘠𐝕 𐘆𐘙𐘆𐘅𐝆 𐘃𐙕𐝕 𐘁𐘥𐝆 𐘾𐘭𐙠𐘚𐝃","𐝫 𐝫𐘦𐄇𐝫 𐝫𐘹𐄇𐘳𐘅𐘠𐝕𐘆 𐘙𐘆𐘅𐝆𐘃𐙕𐝕 𐘁𐘥𐝆𐘾𐘭𐙠𐘚 𐝃","𐝫| |DE|1| |TU|1| |TA-NA-TI|³⁄₄| |DI-RE-DI-NA|¹⁄₂| |TE-*301|³⁄₄| |RO-KE|¹⁄₂| |KA-RI-*310-I|¹⁄₄","𐝫| |DE|1| |TU|1| |TA-NA-TI|³⁄₄| |DI-RE-DI-NA|¹⁄₂| |TE-*301|³⁄₄| |RO-KE|¹⁄₂| |KA-RI-*310-I|¹⁄₄","𐝫| |𐝫𐘦|𐄇𐝫| |𐝫𐘹|𐄇| |𐘳𐘅𐘠|𐝕| |𐘆𐘙𐘆𐘅|𐝆| |𐘃𐙕|𐝕| |𐘁𐘥|𐝆| |𐘾𐘭𐙠𐘚|𐝃"
"HT98b","Haghia Triada","Tablet","LMIB","","Casa Room 7","𐝫 𐝫𐙓𐝫 𐝫𐙍𐝕 𐘀𐘘𐘗𐘃𐝇","𐝫 𐝫𐙓𐝫 𐝫𐙍𐝕𐘀𐘘𐘗𐘃𐝇","𐝫| |*188| |wine|³⁄₄| |DA-RU-NE-TE|¹⁄₁₆","𐝫| |*188| |VIN|³⁄₄| |DA-RU-NE-TE|¹⁄₁₆","𐝫| |𐝫𐙓𐝫| |𐝫𐙍|𐝕| |𐘀𐘘𐘗𐘃|𐝇"
"HT99a","Haghia Triada","Tablet","LMIB","HT Scribe 2","Casa Room 7","𐘇𐘬𐄁 𐘞𐘽𐙗𐄊𐝫 𐘝𐄊𐝫 𐙍𐄇𐝅 𐛱 𐝫","𐘇𐘬𐄁𐘞𐘽𐙗𐄊𐝫 𐘝𐄊𐝫𐙍𐄇𐝅𐛱 𐝫","""assessment""?|𐄁| |SA-RA₂|cyperus|4| |figs|4| |wine|1|≈ ¹⁄₆| |grain| |𐝫","A-DU|𐄁| |SA-RA₂|CYP|4| |NI|4| |VIN|1|≈ ¹⁄₆| |GRA+QE| |𐝫","𐘇𐘬|𐄁| |𐘞𐘽|𐙗|𐄊𐝫| |𐘝|𐄊𐝫| |𐙍|𐄇|𐝅| |𐛱| |𐝫"
"HT99b","Haghia Triada","Tablet","LMIB","HT Scribe 2","Casa Room 7","𐛉𐘝𐄌 𐘀𐘤𐙈𐄈 𐙀𐘬𐄇 𐘘𐙁𐘳𐄇","𐛉𐘝𐄌𐘀𐘤𐙈𐄈 𐙀𐘬𐄇𐘘𐙁𐘳 𐄇","SI+SE-NI|6| |DA-SI-*118|2| |ZU-DU|1| |RU-MA-TA|1","SI+SE-NI|6| |DA-SI-*118|2| |ZU-DU|1| |RU-MA-TA|1","𐛉𐘝|𐄌| |𐘀𐘤𐙈|𐄈| |𐙀𐘬|𐄇| |𐘘𐙁𐘳|𐄇"
"HT100","Haghia Triada","Tablet","LMIB","","Casa Room 7","𐝫𐛧𐄔𐄎 𐜝𐝫𐝫 𐛃𐄐𐄈 𐘸𐄈 𐙙𐄋 𐛩𐄐𐄌 𐙂𐘁𐄘𐄍 𐘞𐘽𐙗𐄋𐝃 𐘝𐄈𐝂𐝂 𐙍𐄈𐝆 𐜋𐄈𐝅 𐜗𐄉 𐜍𐝕","𐝫𐛧𐄔𐄎𐜝 𐝫𐛃𐄐𐄈𐘸𐄈𐙙𐄋𐛩 𐄐𐄌𐙂𐘁𐄘𐄍 𐘞𐘽𐙗𐄋𐝃𐘝𐄈𐝓𐙍𐄈𐝆 𐜋𐄈𐝅𐜗𐄉𐜍𐝕","VIR+KA|58| |*304+PA|𐝫| |TI+A|12| |KI|2| |*305|5| |VIR+*313a|16| |""total""|97| |SA-RA₂|cyperus|5|¹⁄₄| |figs|2|double mina| |wine|2|¹⁄₂| |olive oil|2|≈ ¹⁄₆| |olive oil|3| |olive oil|³⁄₄","VIR+KA|58| |*304+PA|𐝫| |TI+A|12| |KI|2| |*305|5| |VIR+*313a|16| |KU-RO|97| |SA-RA₂|CYP|5|¹⁄₄| |NI|2|double mina| |VIN|2|¹⁄₂| |OLE+U|2|≈ ¹⁄₆| |OLE+MI|3| |OLE+NE|³⁄₄","𐝫𐛧|𐄔𐄎| |𐜝𐝫|𐝫| |𐛃|𐄐𐄈| |𐘸|𐄈| |𐙙|𐄋| |𐛩|𐄐𐄌| |𐙂𐘁|𐄘𐄍| |𐘞𐘽|𐙗|𐄋|𐝃| |𐘝|𐄈|𐝂𐝂| |𐙍|𐄈|𐝆| |𐜋|𐄈|𐝅| |𐜗|𐄉| |𐜍|𐝕"
"HT101","Haghia Triada","Tablet","LMIB","HT Scribe 2","Casa Room 7","𐙀𐘓𐘆𐛱𐄓 𐜋𐄎 𐜗𐄎 𐜓𐄈 𐘞𐘽𐙉𐄓𐄇 𐙖𐄐 𐚸𐄉 𐙂𐘰𐝫𐝫𐜋𐄈 — 𐝫𐄑 𐙘𐄉 𐜓𐄈𐝫 𐝫𐄉 𐙋𐄇𐝃 𐛺𐄇","𐙀𐘓𐘆𐛱𐄓 𐜋𐄎𐜗𐄎𐜓𐄈 𐘞𐘽𐙉𐄓𐄇𐜋𐙖𐄐𐚸𐄉 𐙂𐘰𐝫𐜋𐄈 — 𐝫𐄑𐙘𐄉𐜓𐄈 𐝫𐄉𐙋𐄇𐝃𐛺𐄇","ZU-*22F-DI|grain|40| |olive oil|8| |olive oil|8| |olive oil|2| |SA-RA₂|grain|41| |olive oil|10| |DI+QE|3| |KU-PA₃|olive oil|2| |—| |20| |olive oil|3| |olive oil|2| |3| |olives|1|¹⁄₄| |*OLIV+TU|1","ZU-*22F-DI|GRA+QE|40| |OLE+U|8| |OLE+MI|8| |OLE+KI|2| |SA-RA₂|GRA|41| |OLE|10| |DI+QE|3| |KU-PA₃|OLE+U|2| |—| |20| |*304|3| |OLE+KI|2| |3| |OLIV|1|¹⁄₄| |*OLIV+TU|1","𐙀𐘓𐘆|𐛱|𐄓| |𐜋|𐄎| |𐜗|𐄎| |𐜓|𐄈| |𐘞𐘽|𐙉|𐄓𐄇| |𐙖|𐄐| |𐚸|𐄉| |𐙂𐘰𐝫|𐝫𐜋|𐄈| |—| |𐝫𐄑| |𐙘|𐄉| |𐜓|𐄈𐝫| |𐝫𐄉| |𐙋|𐄇|𐝃| |𐛺|𐄇"
"HT102","Haghia Triada","Tablet","LMIB","HT Scribe 5","Casa Room 7","𐘾𐘂 𐘞𐘽𐙉𐄡𐄖𐄌 𐘰𐘝𐛭𐄒𐄉𐝫 𐝫𐙇𐛭𐄒𐄉 𐘆𐘭𐘅𐄐 𐙁𐙀𐄉 𐘣𐄐 𐘚𐘾𐄋 𐙂𐘁𐄢𐄕","𐘾𐘂𐘞𐘽𐙉𐄡 𐄖𐄌𐘰𐘝𐛭𐄒𐄉𐝫 𐙇𐛭𐄒𐄉𐘆𐘭𐘅𐄐𐙁 𐙀𐄉𐘣𐄐𐘚𐘾𐄋 𐙂𐘁𐄢𐄕","""summary account?""| |SA-RA₂|grain|976| |PA₃-NI|grain|33| |VIR+[?]|grain|33| |DI-RI-NA|10| |MA-ZU|3| |WI|10| |I-KA|5| |""total""|1060","KA-PA| |SA-RA₂|GRA|976| |PA₃-NI|GRA+PA|33| |VIR+[?]|GRA+PA|33| |DI-RI-NA|10| |MA-ZU|3| |WI|10| |I-KA|5| |KU-RO|1060","𐘾𐘂| |𐘞𐘽|𐙉|𐄡𐄖𐄌| |𐘰𐘝|𐛭|𐄒𐄉𐝫| |𐝫𐙇|𐛭|𐄒𐄉| |𐘆𐘭𐘅|𐄐| |𐙁𐙀|𐄉| |𐘣|𐄐| |𐘚𐘾|𐄋| |𐙂𐘁|𐄢𐄕"
"HT103","Haghia Triada","Tablet","LMIB","HT Scribe 3","Casa Room 7","𐘉𐘷𐄁𐘝𐄓 𐘰 𐘀𐙂𐘈𐘗𐝫𐝫𐄌𐝆 𐙓𐄐𐄉 𐘀𐙂𐘅𐄇 𐘀𐙂𐘈𐘗𐄇 𐘸𐘴𐄋𐝆","𐘉𐘷𐄁𐘝𐄓 𐘰𐘀𐙂𐘈𐘗 𐝫𐄌𐝆𐙓𐄐𐄉 𐘀𐙂𐘅𐄇𐘀𐙂𐘈 𐘗𐄇𐘸𐝢𐄋𐝆","U-TA₂|𐄁|figs|40| |PA₃| |DA-KU-SE-NE|6|¹⁄₂| |*188|13| |DA-KU-NA|1| |DA-KU-SE-NE|1| |""balance""|5|¹⁄₂","U-TA₂|𐄁|NI|40| |PA₃| |DA-KU-SE-NE|6|¹⁄₂| |*188|13| |DA-KU-NA|1| |DA-KU-SE-NE|1| |KI-RA|5|¹⁄₂","𐘉𐘷|𐄁|𐘝|𐄓| |𐘰| |𐘀𐙂𐘈𐘗𐝫|𐝫𐄌|𐝆| |𐙓|𐄐𐄉| |𐘀𐙂𐘅|𐄇| |𐘀𐙂𐘈𐘗|𐄇| |𐘸𐘴|𐄋|𐝆"
"HT104","Haghia Triada","Tablet","LMIB","HT Scribe 5","Casa Room 7","𐘳𐘂𐄁𐚷𐄁 𐘀𐙂𐘈𐘗𐘠𐄓𐄋𐝆 𐘚𐘬𐘠𐄑𐝆 𐘂𐘀𐘲𐘠𐄑𐄏 𐙂𐘁𐄘𐄋","𐘳𐘂𐄁𐚷𐄁𐘀𐙂 𐘈𐘗𐘠𐄓𐄋𐝆𐘚 𐘬𐘠𐄑𐝆𐘂𐘀 𐘲𐘠𐄑𐄏 𐙂𐘁𐄘𐄋","TA-PA|𐄁|TE+RO[|𐄁| |""from"" DA-KU-SE-NE|45|¹⁄₂| |""from"" a hypothetical *I-DU (Ida?)|20|¹⁄₂| |""from"" a hypothetical *PA-DA-SU|29| |""total""|95","TA-PA|𐄁|TE+RO[|𐄁| |DA-KU-SE-NE-TI|45|¹⁄₂| |I-DU-TI|20|¹⁄₂| |PA-DA-SU-TI|29| |KU-RO|95","𐘳𐘂|𐄁|𐚷|𐄁| |𐘀𐙂𐘈𐘗𐘠|𐄓𐄋|𐝆| |𐘚𐘬𐘠|𐄑|𐝆| |𐘂𐘀𐘲𐘠|𐄑𐄏| |𐙂𐘁|𐄘𐄋"
"HT105","Haghia Triada","Tablet","LMIB","","Casa Room 7","𐘾𐘂𐝫 𐝫 𐝫𐙇𐄚𐄒𐄊 𐘞𐘽𐄁𐙇𐄚𐄒𐄋","𐘾𐘂𐝫 𐙇𐄚𐄒𐄊 𐘞𐘽𐄁𐙇𐄚𐄒𐄋","""summary account?""| |𐝫| |VIR+[?]|234| |SA-RA₂|𐄁|VIR+[?]|235","KA-PA| |𐝫| |VIR+[?]|234| |SA-RA₂|𐄁|VIR+[?]|235","𐘾𐘂𐝫| |𐝫| |𐝫𐙇|𐄚𐄒𐄊| |𐘞𐘽|𐄁|𐙇|𐄚𐄒𐄋"
"HT106","Haghia Triada","Tablet","LMIB","HT Scribe 19","Casa Room 7","𐘻𐘯𐘃𐙗𐄌𐝫 𐘤𐄋𐝆 𐘤𐄇 — 𐘀𐝫𐄁𐝫𐄎𐝫 𐝫𐘤𐄉𐝫 𐝫","𐘻𐘯𐘃𐙗𐄌𐝫 𐘤𐄋𐝆𐘤𐄇 — 𐘀𐝫𐄁𐝫𐄎𐝫 𐝫𐘤𐄉𐝫 𐝫","MI-NU-TE|cyperus|6| |SI|5|¹⁄₂| |SI|1| |—| |DA|𐄁| | |8|SI|3|𐝫","MI-NU-TE|CYP|6| |SI|5|¹⁄₂| |SI|1| |—| |DA|𐄁| | |8|SI|3|𐝫","𐘻𐘯𐘃|𐙗|𐄌𐝫| |𐘤|𐄋|𐝆| |𐘤|𐄇| |—| |𐘀𐝫|𐄁| | |𐄎𐝫|𐝫𐘤|𐄉𐝫|𐝫"
"HT107","Haghia Triada","Tablet","LMIB","","Casa Room 7","𐝫 𐝫𐄉𐝫 𐝫 𐘃𐄗𐄌 𐙸𐄍","𐝫 𐝫𐄉𐝫 𐘃𐄗𐄌𐙸𐄍","𐝫| |3| |𐝫| |TE|84| |*332|7","𐝫| |3| |𐝫| |TE|84| |*332|7","𐝫| |𐝫𐄉𐝫| |𐝫| |𐘃|𐄗𐄌| |𐙸|𐄍"
"HT108","Haghia Triada","Tablet","LMIB","HT Scribe 2","Casa Room 7","𐘸𐘙𐘳𐘅𐙇𐄇 𐛶𐄖 — 𐘆𐘅𐘁𐄈 𐘬𐘲𐘝𐄋𐝫 𐝫𐄁𐝫𐘽𐘠𐄐 𐘶𐝫 𐝫","𐘸𐘙𐘳𐘅𐙇𐄇𐛶𐄖 — 𐘆𐘅𐘁𐄈𐘬𐘲𐘝𐄋𐝫 𐝫𐄁𐝫𐘽𐘠𐄐𐘶𐝫 𐝫","KI-RE-TA-NA|VIR+[?]|1| |GRA+H|70| |—| |DI-NA-RO|2| |DU-SU-NI|5| |𐄁|RA₂-TI|10| |flour| |𐝫","KI-RE-TA-NA|VIR+[?]|1| |GRA+H|70| |—| |DI-NA-RO|2| |DU-SU-NI|5| |𐄁|RA₂-TI|10| |JU| |𐝫","𐘸𐘙𐘳𐘅|𐙇|𐄇| |𐛶|𐄖| |—| |𐘆𐘅𐘁|𐄈| |𐘬𐘲𐘝|𐄋𐝫| |𐄁|𐝫𐘽𐘠|𐄐| |𐘶𐝫| |𐝫"
"HT109","Haghia Triada","Tablet","LMIB","HT Scribe 7","Casa Room 7","𐝫 𐝫𐘙𐄊𐝫 𐝫 𐝫𐘳𐄊 𐙂𐘁𐄙𐄑𐄏 𐘇𐘴𐘶𐄙𐄑𐄉","𐝫 𐝫𐘙𐄊𐝫 𐝫𐘳𐄊 𐝫𐙂𐘁𐄙𐄑𐄏 𐝫𐘇𐘴𐘶𐄙𐄑𐄉","𐝫| |RE|4| |𐝫| |TA|4| |""total""|129| |A-RA-JU|123","𐝫| |RE|4| |𐝫| |TA|4| |KU-RO|129| |A-RA-JU|123","𐝫| |𐝫𐘙|𐄊𐝫| |𐝫| |𐝫𐘳|𐄊| |𐙂𐘁|𐄙𐄑𐄏| |𐘇𐘴𐘶|𐄙𐄑𐄉"
"HT110a","Haghia Triada","Tablet","LMIB","","Casa Room 7","𐘤𐘬𐘟𐙂𐘻𐜚𐄑 𐙂𐘂𐄇 𐙂𐘁𐄙𐝫 𐝫𐘝𐄐𐄋𐝫 𐝫𐄕","𐘤𐘬𐘟𐙂𐘻 𐜚𐄑𐙂𐘂𐄇 𐙂𐘁𐄙𐝫 𐝫𐘝𐄐𐄋𐝫 𐝫𐄕","SI-DU-*34-KU-MI|cyperus|20| |""transaction term?""|1| |""total""|100| |figs|15| |60","SI-DU-*34-KU-MI|CYP+E|20| |KU-PA|1| |KU-RO|100| |NI|15| |60","𐘤𐘬𐘟𐙂𐘻|𐜚|𐄑| |𐙂𐘂|𐄇| |𐙂𐘁|𐄙𐝫| |𐝫𐘝|𐄐𐄋𐝫| |𐝫𐄕"
"HT110b","Haghia Triada","Tablet","LMIB","","Casa Room 7","𐙉𐝫 𐝫𐘁𐄑 𐜧𐄉𐝫 𐝫𐄇 𐙁𐄋𐝆 𐝫𐄈 𐘝𐄇𐝆𐝫 𐝫𐄇 𐙁𐄈 𐙕𐝕","𐙉𐝫𐘁𐄑𐜧 𐄉𐝫𐄇𐙁𐄋𐝆 𐝫𐄈𐘝𐄇𐝆 𐝫𐄇𐙁𐄈𐙕𐝕","grain| |RO|20| |*648|3| |1| |MA|5|¹⁄₂| |2| |figs|1|¹⁄₂| |1| |MA|2| |*301|³⁄₄","GRA| |RO|20| |*648|3| |1| |MA|5|¹⁄₂| |2| |NI|1|¹⁄₂| |1| |MA|2| |*301|³⁄₄","𐙉𐝫| |𐝫𐘁|𐄑| |𐜧|𐄉𐝫| |𐝫𐄇| |𐙁|𐄋|𐝆| |𐝫𐄈| |𐘝|𐄇|𐝆𐝫| |𐝫𐄇| |𐙁|𐄈| |𐙕|𐝕"
"HT111a","Haghia Triada","Tablet","LMIB","","Casa Room 7","𐝫 𐝫 𐝫𐘿𐘾𐄎 𐘌𐘞𐝫 𐝫𐘌𐘘𐄎 𐘆𐄐𐄊𐝫 𐝫𐘝𐝫 𐝫","𐝫 𐝫 𐝫𐘿𐘾𐄎𐘌𐘞𐝫 𐝫𐘌𐘘𐄎𐘆𐄐𐄊𐝫 𐝫𐘝𐝫 𐝫","𐝫| |𐝫| |QE-KA|8| |QA-SA| |QA-RU|8| |DI|14| |figs| |𐝫","𐝫| |𐝫| |QE-KA|8| |QA-SA| |QA-RU|8| |DI|14| |NI| |𐝫","𐝫| |𐝫| |𐝫𐘿𐘾|𐄎| |𐘌𐘞𐝫| |𐝫𐘌𐘘|𐄎| |𐘆|𐄐𐄊𐝫| |𐝫𐘝𐝫| |𐝫"
"HT111b","Haghia Triada","Tablet","LMIB","","Casa Room 7","𐝫 𐝫𐄐𐄎 𐘞𐘆𐄊𐝫 𐝫𐄉 𐘿𐝫 𐘅𐝫𐝫𐘝𐄇𐝫 𐝫","𐝫 𐝫𐄐𐄎𐘞𐘆𐄊𐝫 𐝫𐄉𐘿𐝫 𐝫𐘝𐄇𐝫𐘅𐝫 𐝫","𐝫| |18| |SA-DI|4| |3| |QE| |NA|figs|1| |𐝫","𐝫| |18| |SA-DI|4| |3| |QE| |NA|NI|1| |𐝫","𐝫| |𐝫𐄐𐄎| |𐘞𐘆|𐄊𐝫| |𐝫𐄉| |𐘿𐝫| |𐘅𐝫|𐝫𐘝|𐄇𐝫| |𐝫"
"HT112a","Haghia Triada","Tablet","LMIB","HT Scribe 9","Casa Room 7","𐘐𐝫 𐝫𐘹𐘂𐝫 𐝫 𐝫","𐘐𐝫 𐝫𐘹𐘂𐝫 𐝫 𐝫","ewe| |TU-PA| |𐝫| |𐝫","*21F| |TU-PA| |𐝫| |𐝫","𐘐𐝫| |𐝫𐘹𐘂𐝫| |𐝫| |𐝫"
"HT112b","Haghia Triada","Tablet","LMIB","HT Scribe 9","Casa Room 7","𐝫𐙗𐄌𐝫 𐝫 𐝫 𐝫","𐝫𐙗𐄌𐝫 𐝫 𐝫 𐝫","cyperus|6| |𐝫| |𐝫| |𐝫","CYP|6| |𐝫| |𐝫| |𐝫","𐝫𐙗|𐄌𐝫| |𐝫| |𐝫| |𐝫"
"HT113","Haghia Triada","Tablet","LMIB","","Casa Room 7","𐘴𐘭𐘦𐝫 𐝫𐘣𐘞𐄁𐝫𐝫𐄐𐄐𐄐 𐘵𐄈𐝆 𐝫","𐘴𐘭𐘦𐝫 𐝫𐘣𐘞𐄁𐝫𐄐𐄐𐄐 𐘵𐄈𐝆 𐝫","RA-RI-DE| |WI-SA|𐄁| | |30|O|2|¹⁄₂|𐝫","RA-RI-DE| |WI-SA|𐄁| | |30|O|2|¹⁄₂|𐝫","𐘴𐘭𐘦𐝫| |𐝫𐘣𐘞|𐄁| | |𐝫𐄐𐄐𐄐|𐘵|𐄈|𐝆|𐝫"
"HT113ter","Haghia Triada","Tablet","LMIB","","Casa Room 7","𐝫𐘻𐝫 𐝫𐄊𐝫 𐝫","𐝫𐘻𐝫 𐝫𐄊𐝫 𐝫","liquid?| |4| |𐝫","MI| |4| |𐝫","𐝫𐘻𐝫| |𐝫𐄊𐝫| |𐝫"
"HT114a","Haghia Triada","Tablet","LMIB","HT Scribe 4","Casa Room 9","𐘸𐘭𐘷 𐘞𐘽𐙉𐄐 𐙖𐄍 𐘝𐄇 𐙍𐄇 𐘖𐄉","𐘸𐘭𐘷𐘞 𐘽𐙉𐄐𐙖𐄍 𐘝𐄇𐙍𐄇𐘖 𐄉","KI-RI-TA₂| |SA-RA₂|grain|10| |olive oil|7| |figs|1| |wine|1| |bull|3","KI-RI-TA₂| |SA-RA₂|GRA|10| |OLE|7| |NI|1| |VIN|1| |*23M|3","𐘸𐘭𐘷| |𐘞𐘽|𐙉|𐄐| |𐙖|𐄍| |𐘝|𐄇| |𐙍|𐄇| |𐘖|𐄉"
"HT114b","Haghia Triada","Tablet","LMIB","HT Scribe 4","Casa Room 9","𐘞𐙍𐄏","𐘞𐙍𐄏","wine|9","SA-VIN|9","𐘞𐙍|𐄏"
"HT115a","Haghia Triada","Tablet","LMIB","HT Scribe 8","Casa Room 9","𐘨𐘯𐘴𐘱𐄁𐘚𐄁𐛯 𐘭𐘳𐙁𐘯𐘣𐄈 𐙕𐘉𐘴 𐘅𐘐𐘗𐘻𐘅𐄇 𐘈𐙂𐘹𐝆 𐘂𐘴𐘗𐄇 𐘇𐘈𐘱𐝂𐝂𐝂𐝂 𐘾𐘊𐘘𐄇 𐘭𐘲𐙁𐝫 𐘲𐄈𐝂𐝫 𐝫","𐘨𐘯𐘴𐘱𐄁𐘚𐄁𐛯𐘭𐘳𐙁 𐘯𐘣𐄈𐙕𐘉𐘴𐘅𐘐 𐘗𐘻𐘅𐄇𐘈𐙂𐘹𐝆 𐘂𐘴𐘗𐄇𐘇𐘈𐘱𐝂𐝂𐝂𐝂 𐘾𐘊𐘘𐄇 𐘭𐘲𐙁𐝫 𐘲𐄈𐝂𐝫 𐝫","*47-NU-RA-JA|𐄁|I|𐄁|grain| |RI-TA-MA-NU-WI|2| |*301-U-RA| |NA-*21F-NE-MI-NA|1| |SE-KU-TU|¹⁄₂| |PA-RA-NE|1| |A-SE-JA|𐝂𐝂𐝂𐝂| |KA-PO-RU|1| |RI-SU-MA| |SU|2|¹⁄₅| |𐝫","*47-NU-RA-JA|𐄁|I|𐄁|GRA+BOSm| |RI-TA-MA-NU-WI|2| |*301-U-RA| |NA-*21F-NE-MI-NA|1| |SE-KU-TU|¹⁄₂| |PA-RA-NE|1| |A-SE-JA|𐝂𐝂𐝂𐝂| |KA-PO-RU|1| |RI-SU-MA| |SU|2|¹⁄₅| |𐝫","𐘨𐘯𐘴𐘱|𐄁|𐘚|𐄁|𐛯| |𐘭𐘳𐙁𐘯𐘣|𐄈| |𐙕𐘉𐘴| |𐘅𐘐𐘗𐘻𐘅|𐄇| |𐘈𐙂𐘹|𐝆| |𐘂𐘴𐘗|𐄇| |𐘇𐘈𐘱|𐝂𐝂𐝂𐝂| |𐘾𐘊𐘘|𐄇| |𐘭𐘲𐙁𐝫| |𐘲|𐄈|𐝂𐝫| |𐝫"
