0,GORILA Code,Site,Item Type,English Transcription,NEW FORMAT,Without Gaps,Without Vowels,Linear A Font,UNICODE Symbols,Notes,LOWER
,PH7a,,,,[]-YA-SI-DA-RA,999YASIDARA,999YSDR,,,,999ysdr
,PH7b,Phaistos,,,[]-DA-RA-[A709L]-[],999DARA70999,999DR709999,,,,999dr709999
,PH12c,Phaistos,,,TE,TE ,T,,,,t
,PH14a,Phaistos,,,NI-[A304]-JA-JA,NI304JAJA,N304JJ,,,,n304jj
,PH14a,,,,NI-[A304]-YA-YA,NI304YAYA,N304YY,,,,n304yy
,PH14b,Phaistos,,,MI-A,MIA,MA,,,,ma
,PH15a,Phaistos,,,MA-TE-RE,MATERE,MTR,,,,mtr
,PH16a,Phaistos,,,U-NI,UNI,UN,,,,un
,PH16b,Phaistos,,,JA-SA-[],JASA999,JS999,,,,js999
,PH16b,,,,YA-SA-[],YASA999,YS999,,,,ys999
,PH18a,Phaistos,,,WI-JA,WIJA,WJ,,,,wj
,PH18a,,,,WI-YA,WIYA,WY,,,,wy
,PH19,Phaistos,,,PI-O,PIO,PO,,,,po
,PH24,Phaistos,,,RO-E,ROE,RE,,,,re
,PH28a,Phaistos,,,JA-KI-[AB056],JAKI056,JK056,,,,jk056
,PH28a,,,,YA-KI-[AB056],YAKI056,YK056,,,,yk056
,PH28a,,,,A-RI-JA,ARIJA,ARJ,,,,arj
,PH28a,,,,A-RI-YA,ARIYA,ARY,,,,ary
,PH30,Phaistos,,,[]-MA-RE-RI-MI-DE,999MARERIMIDE,999MRRMD,,,,999mrrmd
,PH31a,Phaistos,,,MA-DI,MADI,MD,,,,md
,PH31a,,,,KU-[AB056]-NU,KU056NU,K056N,,,,k056n
,PH31a,,,,SI+RE-RE,SIRERE,SRR,,,,srr
,PH31a,,,,PA-TA-DA-[],PATADA999,PTD999,,,,ptd999
,PH31a,,,,KU-RO,KURO,KR,,,,kr
,PH31b,Phaistos,,,[]-DU-RI,999DURI,999DR,,,,999dr
,PH31b,,,,TE-RI,TERI,TR,,,,tr
,PH31b,,,,[]-RU-MA-TI,999RUMATI,999RMT,,,,999rmt
,PH31b,,,,[]-A-MI-DA-O,999AMIDAO,999AMDO,,,,999amdo
,PYR1,Pyrgos,,,TI-MA-RU-WI-TE-SE,TIMARUWITESE,TMRWTS,,,,tmrwts
,TY3b,Tylissos,,,KI-RA-SI,KIRASI,KRS,,,,krs
,TY3b,,,,[]-PI-KU-[AB079],999PIKU079,999PK079,,,,999pk079
,ZA1a,Zakros,,,I,I,I,,,,i
,ZA1a,,,,KI-RE-ZA,KIREZA,KRZ,,,,krz
,ZA1a,,,,NI,NI,NI,,,,ni
,ZA1a,,,,[A906]-ZA,906ZA,906Z,,,,906z
,ZA1b,Zakros,,,E-MI-[],EMI999,EM999,,,,em999
Gorila 2,GO Wc 1a,GO Wc 1a,Nodules,DA-SA-SU-MA-I-SE,DA-SA-SU-MA-I-SE,DASASUMAISE,DSSMIS,,,,dssmis
,GO Wc 1b,GO Wc 1b,Nodules,,,,,,,Variation on 'PA',
,Wa 1001-1005,Wa 1001-1005,Nodules,DA-KA,DA-KA,DAKA,DK,,,,dk
,Wa 1014-1018,Wa 1014-1018,Nodules, ,SI-KA,SIKA,SK,,,,sk
,Wa 1022,Wa 1022,Nodules,I-A301,I-[A301],I[A301],I[A301],,,,ia301
,We 1023/Wd 1024,We 1023/Wd 1024,Nodules,A704E,[A704E],[A704E],[A704E],,,,a704e
,Wa 1031,Wa 1031,Nodules,DA,DA,DA,D,,,,d
,Wa 1032-1121,Wa 1032-1121,Nodules,RO,RO,RO,R,,,,r
,Wa 1122-1130,Wa 1122-1130,Nodules,TE,TE,TE,T,,,,t
,Wa 1147-1149,Wa 1147-1149,Nodules,A,A,A,A,,,,a
,Wa 1150-1174,Wa 1150-1174,Nodules,I,I,I,I,,,,i
,Wa 1175-1266,Wa 1175-1266,Nodules,SI,SI,SI,S,,,,s
,Wa 1279-1281,Wa 1279-1281,Nodules,O,O,O,O,,,,o
,Wa 1282-1321,Wa 1282-1321,Nodules,JE,JE,JE,J,,,,j
,Wa 1337-1470,Wa 1337-1470,Nodules,KA,KA,KA,K,,,,k
,Wa 1486-1620,Wa 1486-1620,Nodules,KU,KU,KU,K,,,,k
,Wa 1635-1848,Wa 1635-1848,Nodules,A301,[A301],[A301],[A301],,,,a301
,,,,,,,,,,Wa1849-1854 cannot be identified,
,Wb 2002,Wb 2002,Nodules,RO,RO,RO,R,,,,r
,Wc 3001-3002,Wc 3001-3002,Nodules,PA-I-JA,PA-I-JA,PAIJA,PIJ,,,,pij
,,,,PA-I-YA,PA-I-YA,PAIYA,PIY,,,,piy
,Wc 3003,Wc 3003,Nodules,KA-RE-RO,KA-RE-RO,KARERO,KRR,,,,krr
,Wc 3007a,Wc 3007a,Nodules,WA-DI-NI,WA-DI-NI,WADINI,WDN,,,,wdn
,Wc 3007b,Wc 3007b,Nodules,RU-JA-TA-DI,RU-JA-TA-DI,RUJATADI,RJTD,,,,rjtd
,,,,RU-YA-TA-DI,RU-YA-TA-DI,RUYATADI,RYTD,,,,rytd
,Wc 3009a,Wc 3009a,Nodules,A333-DI-SU-KA,[A333]-DI-SU-KA,[A333]DISUKA,[A333]DSK,,,,a333dsk
,Wc 3009b,Wc 3009b,Nodules,AB188,[AB188],[AB188],[AB188],,,,ab188
,Wc 3013,Wc 3013,Nodules,AB188,[AB188],[AB188],[AB188],,,,ab188
,Wc 3014a,Wc 3014a,Nodules,KU-MI-NA,KU-MI-NA,KUMINA,KMN,,,,kmn
,Wc 3014b,Wc 3014b,Nodules,QE-X,QE-[],QEX,QX,,,,qx
,Wc 3015a,Wc 3015a,Nodules,KA-KU-PA,KA-KU-PA,KAKUPA,KKP,,,,kkp
,Wc 3015b,Wc 3015b,Nodules,A303,[A303],[A303],[A303],,,Cyperus,a303
,Wc 3019,Wc 3019,Nodules,WA,WA,WA,W,,,Variation on 'WA',w
,Wc 3020a,Wc 3020a,Nodules,AB188-DU,[AB188]-DU,[AB188]DU,[AB188]D,,,,ab188d
,Wc 3020b,Wc 3020b,Nodules,ZO-X,ZO-[],ZO[],Z[],,,,z
,,,,,,,,,,,
,KE Wc 2a,KE Wc 2a,Nodules,A703D,[A703D],[A703D],[A703D],,,Reflected,a703d
,KE Wc 2b,KE Wc 2b,Nodules,RO-RO,RO-RO,RORO,RR,,,,rr
,KN Wa 33a,KN Wa 33a,Nodules,QA-KI-[,QA-KI-[,QAKI[,QK[,,,,qk
,KN Wa 33b,KN Wa 33b,Nodules,NU-SE-[,NU-SE-[,NUSE[,NS[,,,,ns
,KN Wc 3,KN Wc 3,Nodules,]-KA-I-TI,]-KA-I-TI,]KAITI,]KIT,,,,kit
,KN Wc 24,KN Wc 24,Nodules,,,,,,,Cannot decipher,
,KN Wc 25,KN Wc 25,Nodules,KA,KA ,KA,K,,,,k
,MA Wc 5a,MA Wc 5a,Nodules,A-SA-DA-KA,A-SA-DA-KA,ASADAKA,ASDK,,,,asdk
,MA Wc 5b,MA Wc 5b,Nodules,AB120-4,[AB120],[AB120],[AB120],,,Wheat,ab120
,PH Wa 32,PH Wa 32,Nodules,SU-KI-X-TA,SU-KI-[]-TA,SUKI[]TA,SK[]T,,,,skt
,PH Wg 36,PH Wg 36,Nodules,TE,TE,TE,T,,,,t
,PH Wc 37a,PH Wc 37a,Nodules,KA-A314-SO,KA-[A314]-SO,KA[A314]SO,K[A314]S,,,,ka314s
,PH Wc 38,PH Wc 38,Nodules,A314-TA-MA,[A314]-TA-MA,[A314]TAMA,[A314]TM,,,,a314tm
,PH Wc 39a,PH Wc 39a,Nodules,JA-NA,JA-NA,JANA,JN,,,,jn
,,,,YA-NA,YA-NA,YANA,YN,,,,yn
,PH Wc 44,PH Wc 44,Nodules,AB021,[AB021],[AB021],[AB021],,,Sheep/QI,ab021
,PH Wc 46,PH Wc 46,Nodules,AB122-X,[AB122]-[],[AB122][],[AB122][],,,Olives,ab122
,PH Zb 47,PH Zb 47,Nodules,AB122,[AB122],[AB122],[AB122],,,,ab122
,ZA Wc 2,ZA Wc 2,Nodules,A-TI-KA-A-DU-KO-MI,A-TI-KA-A-DU-KO-MI,ATIKAADUKOMI,ATKADKM,,,,atkadkm
GORILA 3,ARKH001a,Arkhanes,Tablet,A-SU-MI-AB118,A-SU-MI-[118],ASUMI118,ASM118,,,Lines 4-6 only,asm118
,ARKH001a,,,NE-2-A707J-A-PA-[,NE-2-[A707J]-A-PA,NE707APA[,N707AP,,,,n707ap
,ARKH001a,,,MI-KI-SA-NE-[,MI-KI-SA-NE,MIKISANE[,MKSN,,,,mksn
,ARKH002,Arkhanes,Tablet,SI-DA-TE-KU-RA-AB131B,SI-DA-TE-KU-RA-[AB131B],SIDATEKURA131,SDTKR131,,,,sdtkr131
,ARKH002,,,A-SI-DA-TO-I-12,A-SI-DA-TO-I,ASIDATOI,ASDTI,,,,asdti
,ARKH002,,,AB079-A301-SE-DE-x-AB118-6,[AB079]-[A301]-SE-DE-[]-[AB118],079301SEDEx118,079301SD999118,,,,079301sd999118
,ARKH002,,,A-SU-PU-WA-4,A-SU-PU-WA,ASUPAWA,ASPW,,,,aspw
,ARKH002,,,RU-MI-x-x,RU-MI-[]-[],RUMIxx,RM999999,,,,rm999999
,ARKJ004a,Arkhanes,Tablet,]-NI-TA-[,NI-TA-,]NITA[,NT,,,,nt
,ARKJ004a,,,DE-SU-x-AB047-TE,DE-SU-[]-[AB047]-TE,DESUx047TE,SU999047T,,,,su999047t
,ARKJ004a,,,PI-TI-NE-A-[,PI-TI-NE-A-,PITINEA[,RU,,,,ru
,ARKH004b ,Arkhanes,Tablet,]-RE-U-[,RE-U,]REU[,DMI047,,,Too fragmented with too many missing signs to be used. ,dmi047
,ARKH004b ,,,]DE-MI-I-AB047-[,DE-MI-I-[AB047],DEMII047,AKR,,,,akr
,ARKH004b ,,,9-A-KI-RO-3,9-A-KI-RO,AKIRO,ZS04793,,,,zs04793
,ARKH004b ,,,ZA-SI-AB0479-[ ]-3,ZA-SI-[AB0479]-[],ZASI0479[],ZS0479,,,,zs0479
,ARKH005,Arkhanes,Tablet,A-JU-NI-TA-NA-41,A-JU-NI-TA-NA,AJUNITANA,AJNTN,,,Other lines have been excluded due to missing fragments,ajntn
,KH005,Khania,Tablet,A-DA-KI-SI-KA ,A-DA-KI-SI-KA ,ADAKISIKA,ADKSK,,,,adksk
,KH005,,,A-RA-U-DA,A-RA-U-DA,ARAUDA,ARUD,,,,arud
,KH005,,,WI-SA-SA-NE-A303-2,WI-SA-SA-NE-[A303],WISASANE303,WSSN303,,,,wssn303
,KH005,,,AB131B-x-2,[AB131B]-[],131x,131999,,,,131999
,KH005,,,WI-NA-DU,WI-NA-DU,WINADU,WND,,,,wnd
,KH005,,,A301-NA ,[A301]-NA ,301NA,301N,,,,301n
,KH005,,,KU-PA-QA-x-x-PA-NI-2,KU-PA-QA-[]-PA-NI,KUPAQAxxPANI,KPQ999999PN,,,,kpq999999pn
,KH005,,,A905-A702B,[A905]-[A702B],905702,905702,,,I only think it's A720B,905702
,KH007a,Khania,Tablet,]-NE-x-KI-x-4-A624-[,NE-[]-KI-[]-[]-[A624],]NExKIx624[,N999K99962,,,,n999k99962
,KH007a,,,]-I-A626-x-E-NA-SI,I-[A626]-[]-E-NA-SI,]626xENASI,I626999ENS,,,,i626999ens
,KH007a,,,I-JA-PA-ME,I-JA-PA-ME,IJAPAME,IJPM,,,,ijpm
,KH007a,,,TA-TA,TA-TA,TATA,TT,,,,tt
,KH007a,,,QA-TI-KI-A808-4,QA-TI-KI-[A808],QATIKI808,QTK808,,,,qtk808
,KH007a,,,A624-SE-A305-KU,A624-SE-[A305]-KU,624SE305KU,624S305K,,,,624s305k
,KH007a,,,x-KO-E-A808-x-8,[]-KO-E-[A808]-[],xKOE808x,999KE808999,,,,999ke808999
,KH007b,Khania,Tablet,U-TA-I-SE-A624-A707-[,U-TA-I-SE-[A624]-[A707],UTAISE624707,UTIS624707,,,,utis624707
,KH007b,,,]-PA-NA-TU-A624-A707,PA-NA-TU-[A624]-[A707],]PANATU624707,PNT624707,,,,pnt624707
,KH010,Khania,Tablet,I-PA-SA-JA ,I-PA-SA-JA ,IPASAJA,IPSJ,,,,ipsj
,KH010,,,QA-AB118-x-A-KI-PI,QA-[AB118]-[]-A-KI-PI,QA118xAKIPI,Q11999AKP,,,,q11999akp
,KH010,,,E-TE-AB120-90,E-TE-[AB120],ETE120,ET120,,,,et120
,KH011 ,Khania,Tablet,A-JU-x-ZA-A627-SU-3,A-JU-[]-ZA-[A627]-SU,AJUxZA627SU,AJ999Z627S,,,,aj999z627s
,KH011 ,,,A626-x-A7092L2-AB131A-PA-x-4,[A626]-[]-[A7092L2]-[AB131A]-PA-[],626x709 131PAx,626999709131P999,,,,626999709131p999
,KH011 ,,,A303-x-A348-A627,[A303]-[]-[A348]-[A627],303x348627,3.04E+11,,,,3.04E+11
,KH011 ,,,A7092L2-A-TO-A349-TO-I-A626-3,[A7092L2]-A-TO-[A349]-TO-I-[A626],709L2ATO349TOI626,709AT349TI626,,,,709at349ti626
,KH011 ,,,NI-AB131A-3-A-TA-A350,NI-[AB131A]-[]-A-TA-[A350],N131ATA350,131AT350,,,,131at350
,KH011 ,,,A301,[A301],301,301,,,,301
,KH011 ,,, x-SI-A627-A7092L2, []-SI-[A627]-[A7092L2],xSI627709L2,999S6277092,,,,999s6277092
,KH016,Khania,Tablet,U-TA-I-SI-A624,U-TA-I-SI-[A624],UTAISI624,UTIS624,,,[U-TA-I-SE-624] IS A RECURRENCE AAAAAAA,utis624
,ZA004a,Zakros,Tablet,JA-TO-JA,JA-TO-JA,JATOJA,JTJ,,,,jtj
,ZA004a,,,A-TI-RU-4,A-TI-RU,ATIRU4,ATR,,,,atr
,ZA004a,,,JA-x-x-TU-x-SE-18,JA-[ ]-TU-[ ]-SE,JAxxTUxSE18,J999T999S,,,,j999t999s
,ZA004a,,,QE-SI-ZU-E-4,QE-SI-ZU-E,QESIZUE4,QSZE,,,,qsze
,ZA004a,,,A028B-NU-MA-RE-13,[A028B]-NU-MA-RE,028NUMARE13,028NMR,,,,028nmr
,ZA004a,,,SI-PI-KI-5,SI-PI-KI,SIPIKI,SPK,,,,spk
,ZA004a,,,E-AB082-50,E-[AB082],E08250,E082,,,,e082
,ZA004a,,,KA-DI-3,KA-DI,KADI3,KD,,,,kd
,ZA005a,Zakros,Tablet,AB021F-AB118-1,[AB021F]-[AB118],21118,21118,,,,21118
,ZA005a,,,AB131A-SU-KI-NI-MA-7,[AB131A]-SU-KI-NI-MA,131SUKINIMA,131SKNM,,,,131sknm
,ZA005a,,,x-TA-NI-ZA-SE-6,[ ]-TA-NI-ZA-SE,xTANIZASE6,999TNZS,,,,999tnzs
,ZA005a,,,SA-MI-DA-E,SA-MI-DA-E,SAMIDAE,SMDE,,,,smde
,ZA005b,Zakros,Tablet,A028B-NU-MA-RE-20,[A028B]-NU-MA-RE,028NUMARE20,028NMR,,,,028nmr
,ZA005b,,,SI-PI-KI-1-A905,SI-PI-KI,SIPIKI1905,SPK905,,,possible transcription error?,spk905
,ZA005b,,,MA-KA-I-TA-3,MA-KA-I-TA,MAKAITA3,MKIT,,,,mkit
,ZA006a,Zakros,Tablet,A305-WA-NA-AB171-19,[A305]-WA-NA-[AB171],305WANA17119,305WN171,,,,305wn171
,ZA006a,,,AB034-JU-A574-MI-x-80,[AB034]-JU-[A574]-MI-[ ],034JU574MIx80,034J574M999,,,,034j574m999
,ZA006a,,,x-AB076-A574,[ ]-[AB076]-[A574],x076574,999076574,,,,999076574
,ZA006a,,,x-AB122,[ ]-[AB122],x122,999122,,,,999122
,ZA006a,,,TI-x,TI-[ ],Tix,T999,,,,t999
,ZA006a,,,I-SE,I-SE,ISE,IS,,,,is
,ZA006b,Zakros,Tablet,I-KU-JU-TI-A028B-A574-60,I-KU-JU-TI-[A028B]-[A574],IKUJUTI02857460,IKJT028574,,,,ikjt028574
,ZA006b,,,A594-40,[A594],59440,594,,,,594
,ZA006b,,,x-10,[ ],x10,999,,,,999
,ZA006b,,,A312-AB066-A574-40,[A312]-[AB066]-[A574],31206657440,312066574,,,,312066574
,ZA006b,,,PA-ZA-x,PA-ZA-[ ],PAZAx,PZ999,,,,pz999
,ZA006b,,,I-MA-x,I-MA-[ ],IMAx,IM999,,,,im999
,ZA007a,Zakros,Tablet,U-JU-SA-5,U-JU-SA,UJUSA5,UKS,,,,uks
,ZA007a,,,A-RA-TU-4,A-RA-TU,ARATU4,ART,,,,art
,ZA007a,,,A-RE-TU,A-RE-TU,ARETU,ART,,,,art
,ZA007b,Zakros,Tablet,A-MA,A-MA,AMA,AM,,,,am
,ZA008,Zakros,Tablet,KI-RA-1,KI-RA,KIRA1,KR,,,,kr
,ZA008,,,A-TA-RE-1,A-TA-RE,ATARE1,ATR,,,,atr
,ZA008,,,NI-A905,NI-[A905],NI905,N905,,,,n905
,ZA008,,,KU-TO-RE-A717DD-A-A703D,KU-TO-RE-[A717DD]-A-[A703D],KUTORE717A703,KTR717703,,,possible transcription error?,ktr717703
,ZA008,,,NI-TA-x-TA-I-NU-MA,NI-TA-[ ]-TA-I-NU-MA,NITAxTAINUMA,NT999TINM,,,,nt999tinm
,ZA008,,,PA-A905,PA-[A905],PA905,P905,,,,p905
,ZA008,,,MA-KA-I-SE-2-x,MA-KA-I-SE,MAKAISE2x,MKIS,,,,mkis
,ZA008,,,DA-I-PI-TA-2-A905,DA-I-PI-TA,DAIPITA2905,DIPT905,,,,dipt905
,ZA008,,,KA-I-RO-4-x,KA-I-RO,KAIRO4x,KIR999,,,possible transcription error?,kir999
,ZA009,Zakros,Tablet,NU-TI-1,NU-TI,NUTI1,NT,,,,nt
,ZA009,,,ZA,ZA,ZA,Z,,,,z
,ZA009,,,A802-A512-3,[A802]-[A512],8025123,802512,,,,802512
,ZA009,,,SI-A802-x,SI-[A802],SI802x,S802,,,,s802
,ZA009,,,SI-4,SI,SI4,S,,,,s
,ZA009,,,A-TA-x,A-TA-[ ],ATAx,AT999,,,,at999
,ZA009,,,A512-2,[A512],5122,512,,,,512
,ZA009,,,x-MA-JU-AB021F-2,[ ]-MA-JU-[AB021F],xMAJU0212,999MJ021,,,,999mj021
,ZA009,,,WI-A802-RE-MI-TE-AB021F-1,WI-[A802]-RE-MI-TE-[AB021F],WI802REMITE0211,W802RMT021,,,,w802rmt021
,ZA010a,Zakros,Tablet,TA-NA-TE-2,TA-NA-TE,TANATE2,TNT,,,,tnt
,ZA010a,,,A629-1,[A629],6291,629,,,,629
,ZA010a,,,A-KU-MI-NA-1,A-KU-MI-NA,AKUMINA1,AKMN,,,,akmn
,ZA010a,,,A-TA-NA-TE-1,A-TA-NA-TE,ATANATE1,ATNT,,,,atnt
,ZA010a,,,A-MI-DA-U-1,A-MI-DA-U,AMIDAU1,AMDU,,,,amdu
,ZA010a,,,DA-I-PI-TA-1,DA-I-PI-TA,DAIPITA1,DIPT,,,,dipt
,ZA010a,,,DU-RE-ZA-SE-2,DU-RE-ZA-SE,DUREZASE2,DRZS,,,,drzs
,ZA010b,Zakros,Tablet,WA-A362-2,WA-[A362],WA3622,W362,,,,w362
,ZA010b,,,DU-RE-ZA-SE-AB131B-5,DU-RE-ZA-SE-[AB131B],DUREZASE1315,DRZS131,,,,drzs131
,ZA010b,,,U-AB049-6,U-[AB049],U0496,U049,,,,u049
,ZA010b,,,MA-ZA-5,MA-ZA,MAZA5,MZ,,,,mz
,ZA010b,,,MA-KI-DE-TE-5,MA-KI-DE-TE,MAKIDETE5,MKDT,,,,mkdt
,ZA010b,,,SA-MA-5,SA-MA,SAMA5,SM,,,,sm
,ZA010b,,,A-DE-4,A-DE,ADE4,AD,,,,ad
,ZA010b,,,A-MI-TA-3,A-MI-TA,AMITA3,AMT,,,,amt
,ZA010b,,,AB076-RO-RE-2,[AB076]-RO-RE,076RORE2,076RR,,,,076rr
,ZA010b,,,PA-JA-RE-1,PA-JA-RE,PAJARE1,PJR,,,,pjr
,ZA010b,,,KA-KU-NE-TE-A905,KA-KU-NE-TE-[A905],KAKUNETE905,KKNT905,,,,kknt905
,ZA010b,,,TA-x-DU,TA-[ ]-DU,TAxDU,T999D,,,,t999d
,ZA011a,Zakros,Tablet,DI-DI-KO-RA-ME-x-AB066-x-1,DI-DI-KO-RA-ME-[ ]-[AB066]-[ ],DIDIKORAMEx066x1,DDKRM999066999,,,,ddkrm999066999
,ZA011a,,,A574-x,[A574]-[ ],574x,574999,,,,574999
,ZA011a,,,RA-MA-SI-x,RA-MA-SI-[ ],RAMASIx,RMS999,,,,rms999
,ZA011a,,,E-KU-RU-x,E-KU-RU-[ ],EKURUx,EKR999,,,,ekr999
,ZA011a,,,x-JU-A742LL2-AB131A-A707J-A555-4,[ ]-JU-[A742LL2]-[AB131A]-[A707J]-[A555],xJU7421317075554,999J742131707555,,,,999j742131707555
,ZA011a,,,KU-PA-1,KU-PA,KUPA1,KP,,,,kp
,ZA011a,,,x-1,[ ],x1,999,,,,999
,ZA011a,,,PI-A310-A,PI-[A310]-A,PI310A,P310A,,,,p310a
,ZA011b,Zakros,Tablet,E-TO-RI-I-1,E-TO-RI-I,ETORII1,ETRI,,,,etri
,ZA011b,,,SA-A301-RI-1,SA-[A301]-RI,SA301RI1,S301R,,,,s301r
,ZA011b,,,A574-1,[A574],5741,574,,,,574
,ZA011b,,,x-AB122,[ ]-[AB122],x122,999122,,,,999122
,ZA011b,,,I-DE,I-DE,IDE,ID,,,,id
,ZA011b,,,RA-2,RA,RA2,R,,,,r
,ZA011b,,,KU-x-A574-3,KU-[ ]-[A574],KUx5743,K999574,,,,k999574
,ZA014,Zakros,Tablet,ME-KI-DI-1,ME-KI-DI,MEKIDI1,MKD,,,,mkd
,ZA014,,,x-AB118-1,[ ]-[AB118],x1181,999118,,,possible transcription error?,999118
,ZA014,,,PU-x-A363-3,PU-[ ]-[A363],PUx3633,P999363,,,,p999363
,ZA014,,,QA-TI-JU-8,QA-TI-JU,QATIJU8,QTJ,,,,qtj
,ZA014,,,KU-PI-1,KU-PI,KUPI1,KP,,,,kp
,ZA014,,,TU-MI-TA-ZA-SE-45,TU-MI-TA-ZA-SE,TUMITAZASE45,TMTZS,,,,tmtzs
,ZA014,,,PA-NU-QE-2,PA-NU-QE,PANUQE2,PNQ,,,,pnq
,ZA014,,,JA-WI,JA-WI,JAWI,JW,,,,jw
,ZA015a,Zakros,Tablet,AB047-KU-NA-SA-AB131A,[AB047]-KU-NA-SA-[AB131A],047KUNASA131,047KNS131,,,,047kns131
,ZA015a,,,QE-SI-ZU-E-57,QE-SI-ZU-E,QESIZUE57,QSZE,,,,qsze
,ZA015a,,,I-E-NI-SA-10,I-E-NI-SA,IENISA10,IENS,,,,iens
,ZA015a,,,ME-AB131A,ME-[AB131A],ME131,M131,,,,m131
,ZA015a,,,MI-ZA-SE-3,MI-ZA-SE,MIZASE3,MZS,,,,mzs
,ZA015a,,,A028B-NU-MA-RE-6,[A028B]-NU-MA-RE,028NUMARE6,028NMR,,,,028nmr
,ZA015a,,,SI-x-KI-2-A905,SI-[ ]-KI,SIxKI2905,S999K905,,,,s999k905
,ZA015a,,,JA-SA-x-5,JA-SA-[ ],JASAx5,JS999,,,,js999
,ZA015a,,,SA-KI-DA-E-4,SA-KI-DA-E,SAKIDAE4,SKDE,,,,skde
,ZA015a,,,A364-KE-MA-SE-5,[A364]-KE-MA-SE,364KEMASE5,364KMS,,,,364kms
,ZA015b,Zakros,Tablet,KA-DI-1,KA-DI,KADI1,KD,,,,kd
,ZA015b,,,AB131A-3,[AB131A],1313,131,,,,131
,ZA015b,,,KU-RO-1,KU-RO,KURO1,KR,,,,kr
,ZA015b,,,AB131A-78,[AB131A],13178,131,,,,131
,ZA015b,,,A594-17,[A594],59417,594,,,,594
,ZA018a,Zakros,Tablet,DA-RE-KU-x-KU-x-1,DA-RE-KU-[ ]-KU-[ ],DAREKUxKU1,DRK999K999,,,,drk999k999
,ZA018a,,,A574-2-A717DD,[A574],5742717,574,,,,574
,ZA018a,,,A618-x,[A618],618x,618,,,,618
,ZA020,Zakros,Tablet,DU-x-ZA,DU-[ ]-ZA,DUxZA,D999Z,,,,d999z
,ZA020,,,SE-MI-x-4,SE-MI-[ ],SEMIx4,SM999,,,,sm999
,ZA020,,,SI-TE-TU-1,SI-TE-TU,SITETU1,STT,,,,stt
,ZA020,,,SI-TU-6,SI-TU,SITU6,ST,,,,st
,ZA020,,,TE-AB123-12,TE-[AB123],TE12312,T123,,,,t123
,ZA020,,,RU-MA-TA-SE-3,RU-MA-TA-SE,RUMATASE3,RMTS,,,,rmts
,ZA020,,,KU-RA-130,KU-RA,KURA130,KR,,,,kr
,ZA021a,Zakros,Tablet,x-ME,[ ]-ME,xME,999M,,,,999m
,ZA021a,,,PI-x-40,PI-[ ],PIx40,P999,,,,p999
,ZA021a,,,x-2,[ ],x2,999,,,,999
,ZA021a,,,TA-KE,TA-KE,TAKE,TK,,,,tk
,ZA021a,,,MA-x,MA-[ ],MAx,M999,,,,m999
,ZA021a,,,x-5,[ ]-5,x5,999,,,,999
,ZA021a,,,TA-MA-PI,TA-MA-PI,TAMAPI,TMP,,,,tmp
,ZA021a,,,A-x-AB118-MI,A-[ ]-[AB118]-MI,Ax118MI,A999118M,,,,a999118m
,ZA026a,Zakros,Tablet,x-TE-1,[ ]-TE,xTE1,999T,,,,999t
,ZA026a,,,DI-DI,DI-DI,DIDI,DD,,,,dd
,ZA026a,,,x-AB021F-7,[ ]-[AB021F],x0217,999021,,,,999021
,ZA026a,,,AB021F-13,[AB021F],2113,*021,,,,21
,ZA026a,,,JA-KI,JA-KI,JAKI,JK,,,,jk
David Diss 4,AP ZA 1 ,Apodoulou,Libation Bowl (Square),JA-TA-I-A301-U-JA-[,JA-TA-I[A301]-U-JA,JATAI301UJA,JTI301UJ,,,,jti301uj
,AP ZA 1 ,,,YA-TA-I-A301-U-YA-[,YA-TA-I-[A301]-U-YA,YATAI301UYA,YTI301UY,,,,yti301uy
,AP ZA 2,Apodoulou,Cylindrical Jar,]NA-SI ,NA-SI,NASI,NS,,,,ns
,AP ZA 2,,,I-PI-NA-MA [ x x x ] I-KU-PA-NA-TU-NA-TE,I-PI-NA-MA-[]-I-KU-PA-NA-TU-NA-TE,IPINAMA999999999IKUPANATUNATE,IPNM999999999IKPNTNT,,,,ipnm999999999ikpntnt
,AP ZA 2,,,]PI-MI-NA-TE,PI-MI-NA-TE,PIMINATE,PMNT,,,,pmnt
,AP ZA 2,,,I-NA-JA-RE-TA [ x x x ] -QA,I-NA-JA-RE-TA-[]-QA,INAJARETA999999999QA,INJRT999999999Q,,,,injrt999999999q
,AP ZA 2,,,I-NA-YA-RE-TA [ x x x ] -QA,I-NA-YA-RE-TA-[]-QA,INAYARETA999999999QA,INYRT999999999Q,,,,inyrt999999999q
,IO ZA 1,Iouktas,Ladle,A-JE-SA,A-JE-SA,AJESA,AJS,,,,ajs
,IO ZA 1,,,A-YE-SA,A-YE-SA,AYESA,AYS,,,,ays
,IO ZA 2,Iouktas,Libation Table (Square) (Mini),A-TA-I-A301-WA-JA ,A-TA-I-[A301]-WA-JA ,ATAI301WAJA,ATI301WJ,,,,ati301wj
,IO ZA 2,,,A-TA-I-A301-WA-YA,A-TA-I-[A301]-WA-YA,ATAI301WAYA,ATI301WY,,,,ati301wy
,IO ZA 2,,,JA-DI-KI-TU ,JA-DI-KI-TU ,JADIKITU,JDKT,,,,jdkt
,IO ZA 2,,,YA-DI-KI-TU  ,YA-DI-KI-TU  ,YADIKITU,YDKT,,,,ydkt
